date,hour,n
2021.07.21,N2,28
2021.07.21,N3,44
2021.07.21,N4,67
2021.07.21,N5,68
2021.07.21,PB,11
2021.07.17,N1,15
2021.07.17,N2,22
2021.07.17,N3,38
2021.07.17,N4,54
2021.07.17,N5,66
2021.07.17,PB,3
2021.07.14,N1,33
2021.07.14,N2,46
2021.07.14,N3,52
2021.07.14,N4,59
2021.07.14,N5,62
2021.07.14,PB,10
2021.07.10,N1,1
2021.07.10,N2,5
2021.07.10,N3,29
2021.07.10,N4,54
2021.07.10,N5,62
2021.07.10,PB,3
2021.07.07,N1,8
2021.07.07,N2,21
2021.07.07,N3,30
2021.07.07,N4,49
2021.07.07,N5,57
2021.07.07,PB,8
2021.07.03,N1,26
2021.07.03,N2,40
2021.07.03,N3,41
2021.07.03,N4,55
2021.07.03,N5,65
2021.07.03,PB,24
2021.06.30,N1,24
2021.06.30,N2,29
2021.06.30,N3,50
2021.06.30,N4,65
2021.06.30,N5,66
2021.06.30,PB,14
2021.06.26,N1,8
2021.06.26,N2,31
2021.06.26,N3,39
2021.06.26,N4,43
2021.06.26,N5,60
2021.06.26,PB,17
2021.06.23,N1,13
2021.06.23,N2,20
2021.06.23,N3,40
2021.06.23,N4,51
2021.06.23,N5,63
2021.06.23,PB,1
2021.06.19,N1,4
2021.06.19,N2,22
2021.06.19,N3,35
2021.06.19,N4,38
2021.06.19,N5,39
2021.06.19,PB,20
2021.06.16,N1,19
2021.06.16,N2,29
2021.06.16,N3,34
2021.06.16,N4,44
2021.06.16,N5,50
2021.06.16,PB,25
2021.06.12,N1,8
2021.06.12,N2,25
2021.06.12,N3,34
2021.06.12,N4,38
2021.06.12,N5,41
2021.06.12,PB,10
2021.06.09,N1,19
2021.06.09,N2,28
2021.06.09,N3,46
2021.06.09,N4,50
2021.06.09,N5,54
2021.06.09,PB,9
2021.06.05,N1,44
2021.06.05,N2,52
2021.06.05,N3,54
2021.06.05,N4,64
2021.06.05,N5,69
2021.06.05,PB,26
2021.06.02,N1,6
2021.06.02,N2,7
2021.06.02,N3,11
2021.06.02,N4,66
2021.06.02,N5,67
2021.06.02,PB,19
2021.05.29,N1,11
2021.05.29,N2,13
2021.05.29,N3,22
2021.05.29,N4,27
2021.05.29,N5,46
2021.05.29,PB,20
2021.05.26,N1,2
2021.05.26,N2,8
2021.05.26,N3,21
2021.05.26,N4,34
2021.05.26,N5,62
2021.05.26,PB,16
2021.05.22,N1,3
2021.05.22,N2,19
2021.05.22,N3,27
2021.05.22,N4,37
2021.05.22,N5,40
2021.05.22,PB,8
2021.05.19,N1,11
2021.05.19,N2,13
2021.05.19,N3,55
2021.05.19,N4,56
2021.05.19,N5,69
2021.05.19,PB,4
2021.05.15,N1,4
2021.05.15,N2,10
2021.05.15,N3,37
2021.05.15,N4,39
2021.05.15,N5,69
2021.05.15,PB,24
2021.05.12,N1,1
2021.05.12,N2,19
2021.05.12,N3,20
2021.05.12,N4,38
2021.05.12,N5,54
2021.05.12,PB,17
2021.05.08,N1,12
2021.05.08,N2,17
2021.05.08,N3,20
2021.05.08,N4,21
2021.05.08,N5,26
2021.05.08,PB,8
2021.05.05,N1,16
2021.05.05,N2,23
2021.05.05,N3,28
2021.05.05,N4,40
2021.05.05,N5,63
2021.05.05,PB,1
2021.05.01,N1,35
2021.05.01,N2,36
2021.05.01,N3,47
2021.05.01,N4,61
2021.05.01,N5,63
2021.05.01,PB,3
2021.04.28,N1,16
2021.04.28,N2,18
2021.04.28,N3,35
2021.04.28,N4,39
2021.04.28,N5,53
2021.04.28,PB,21
2021.04.24,N1,22
2021.04.24,N2,36
2021.04.24,N3,48
2021.04.24,N4,59
2021.04.24,N5,61
2021.04.24,PB,22
2021.04.21,N1,21
2021.04.21,N2,25
2021.04.21,N3,32
2021.04.21,N4,63
2021.04.21,N5,67
2021.04.21,PB,6
2021.04.17,N1,10
2021.04.17,N2,21
2021.04.17,N3,26
2021.04.17,N4,41
2021.04.17,N5,49
2021.04.17,PB,25
2021.04.14,N1,13
2021.04.14,N2,30
2021.04.14,N3,33
2021.04.14,N4,45
2021.04.14,N5,61
2021.04.14,PB,14
2021.04.10,N1,14
2021.04.10,N2,16
2021.04.10,N3,23
2021.04.10,N4,50
2021.04.10,N5,53
2021.04.10,PB,3
2021.04.07,N1,27
2021.04.07,N2,35
2021.04.07,N3,39
2021.04.07,N4,51
2021.04.07,N5,66
2021.04.07,PB,16
2021.04.03,N1,1
2021.04.03,N2,12
2021.04.03,N3,17
2021.04.03,N4,39
2021.04.03,N5,53
2021.04.03,PB,5
2021.03.31,N1,3
2021.03.31,N2,10
2021.03.31,N3,44
2021.03.31,N4,55
2021.03.31,N5,68
2021.03.31,PB,24
2021.03.27,N1,6
2021.03.27,N2,14
2021.03.27,N3,38
2021.03.27,N4,39
2021.03.27,N5,65
2021.03.27,PB,6
2021.03.24,N1,4
2021.03.24,N2,9
2021.03.24,N3,17
2021.03.24,N4,27
2021.03.24,N5,38
2021.03.24,PB,18
2021.03.20,N1,1
2021.03.20,N2,6
2021.03.20,N3,22
2021.03.20,N4,42
2021.03.20,N5,61
2021.03.20,PB,4
2021.03.17,N1,34
2021.03.17,N2,38
2021.03.17,N3,42
2021.03.17,N4,61
2021.03.17,N5,62
2021.03.17,PB,19
2021.03.13,N1,5
2021.03.13,N2,11
2021.03.13,N3,51
2021.03.13,N4,56
2021.03.13,N5,61
2021.03.13,PB,2
2021.03.10,N1,17
2021.03.10,N2,18
2021.03.10,N3,37
2021.03.10,N4,44
2021.03.10,N5,53
2021.03.10,PB,18
2021.03.06,N1,11
2021.03.06,N2,31
2021.03.06,N3,50
2021.03.06,N4,52
2021.03.06,N5,58
2021.03.06,PB,18
2021.03.03,N1,21
2021.03.03,N2,40
2021.03.03,N3,44
2021.03.03,N4,50
2021.03.03,N5,55
2021.03.03,PB,16
2021.02.27,N1,2
2021.02.27,N2,28
2021.02.27,N3,31
2021.02.27,N4,44
2021.02.27,N5,52
2021.02.27,PB,18
2021.02.24,N1,4
2021.02.24,N2,33
2021.02.24,N3,43
2021.02.24,N4,53
2021.02.24,N5,65
2021.02.24,PB,21
2021.02.20,N1,4
2021.02.20,N2,8
2021.02.20,N3,22
2021.02.20,N4,32
2021.02.20,N5,58
2021.02.20,PB,4
2021.02.17,N1,1
2021.02.17,N2,15
2021.02.17,N3,21
2021.02.17,N4,32
2021.02.17,N5,46
2021.02.17,PB,1
2021.02.13,N1,20
2021.02.13,N2,28
2021.02.13,N3,33
2021.02.13,N4,63
2021.02.13,N5,68
2021.02.13,PB,20
2021.02.10,N1,15
2021.02.10,N2,39
2021.02.10,N3,58
2021.02.10,N4,63
2021.02.10,N5,67
2021.02.10,PB,7
2021.02.06,N1,1
2021.02.06,N2,16
2021.02.06,N3,48
2021.02.06,N4,49
2021.02.06,N5,65
2021.02.06,PB,8
2021.02.03,N1,5
2021.02.03,N2,37
2021.02.03,N3,40
2021.02.03,N4,64
2021.02.03,N5,66
2021.02.03,PB,5
2021.01.30,N1,1
2021.01.30,N2,2
2021.01.30,N3,7
2021.01.30,N4,52
2021.01.30,N5,61
2021.01.30,PB,4
2021.01.27,N1,17
2021.01.27,N2,33
2021.01.27,N3,35
2021.01.27,N4,42
2021.01.27,N5,52
2021.01.27,PB,9
2021.01.23,N1,5
2021.01.23,N2,8
2021.01.23,N3,17
2021.01.23,N4,27
2021.01.23,N5,28
2021.01.23,PB,14
2021.01.20,N1,40
2021.01.20,N2,53
2021.01.20,N3,60
2021.01.20,N4,68
2021.01.20,N5,69
2021.01.20,PB,22
2021.01.16,N1,14
2021.01.16,N2,20
2021.01.16,N3,39
2021.01.16,N4,65
2021.01.16,N5,67
2021.01.16,PB,2
2021.01.13,N1,4
2021.01.13,N2,19
2021.01.13,N3,23
2021.01.13,N4,25
2021.01.13,N5,49
2021.01.13,PB,14
2021.01.09,N1,14
2021.01.09,N2,26
2021.01.09,N3,38
2021.01.09,N4,45
2021.01.09,N5,46
2021.01.09,PB,13
2021.01.06,N1,1
2021.01.06,N2,20
2021.01.06,N3,22
2021.01.06,N4,60
2021.01.06,N5,66
2021.01.06,PB,3
2021.01.02,N1,3
2021.01.02,N2,4
2021.01.02,N3,11
2021.01.02,N4,41
2021.01.02,N5,67
2021.01.02,PB,5
2020.12.30,N1,3
2020.12.30,N2,43
2020.12.30,N3,45
2020.12.30,N4,61
2020.12.30,N5,65
2020.12.30,PB,14
2020.12.26,N1,10
2020.12.26,N2,24
2020.12.26,N3,27
2020.12.26,N4,35
2020.12.26,N5,53
2020.12.26,PB,18
2020.12.23,N1,6
2020.12.23,N2,13
2020.12.23,N3,38
2020.12.23,N4,39
2020.12.23,N5,53
2020.12.23,PB,6
2020.12.19,N1,27
2020.12.19,N2,32
2020.12.19,N3,34
2020.12.19,N4,43
2020.12.19,N5,52
2020.12.19,PB,13
2020.12.16,N1,4
2020.12.16,N2,23
2020.12.16,N3,37
2020.12.16,N4,61
2020.12.16,N5,67
2020.12.16,PB,7
2020.12.12,N1,17
2020.12.12,N2,54
2020.12.12,N3,56
2020.12.12,N4,63
2020.12.12,N5,69
2020.12.12,PB,20
2020.12.09,N1,11
2020.12.09,N2,14
2020.12.09,N3,31
2020.12.09,N4,47
2020.12.09,N5,48
2020.12.09,PB,4
2020.12.05,N1,3
2020.12.05,N2,4
2020.12.05,N3,6
2020.12.05,N4,48
2020.12.05,N5,53
2020.12.05,PB,10
2020.12.02,N1,28
2020.12.02,N2,31
2020.12.02,N3,40
2020.12.02,N4,41
2020.12.02,N5,46
2020.12.02,PB,4
2020.11.28,N1,8
2020.11.28,N2,12
2020.11.28,N3,18
2020.11.28,N4,44
2020.11.28,N5,51
2020.11.28,PB,18
2020.11.25,N1,2
2020.11.25,N2,57
2020.11.25,N3,58
2020.11.25,N4,60
2020.11.25,N5,65
2020.11.25,PB,26
2020.11.21,N1,51
2020.11.21,N2,54
2020.11.21,N3,57
2020.11.21,N4,60
2020.11.21,N5,69
2020.11.21,PB,11
2020.11.18,N1,4
2020.11.18,N2,5
2020.11.18,N3,17
2020.11.18,N4,43
2020.11.18,N5,52
2020.11.18,PB,5
2020.11.14,N1,7
2020.11.14,N2,15
2020.11.14,N3,18
2020.11.14,N4,32
2020.11.14,N5,45
2020.11.14,PB,20
2020.11.11,N1,13
2020.11.11,N2,15
2020.11.11,N3,17
2020.11.11,N4,45
2020.11.11,N5,63
2020.11.11,PB,13
2020.11.07,N1,14
2020.11.07,N2,16
2020.11.07,N3,37
2020.11.07,N4,48
2020.11.07,N5,58
2020.11.07,PB,18
2020.11.04,N1,23
2020.11.04,N2,32
2020.11.04,N3,33
2020.11.04,N4,45
2020.11.04,N5,49
2020.11.04,PB,14
2020.10.31,N1,2
2020.10.31,N2,6
2020.10.31,N3,40
2020.10.31,N4,42
2020.10.31,N5,55
2020.10.31,PB,24
2020.10.28,N1,11
2020.10.28,N2,28
2020.10.28,N3,37
2020.10.28,N4,40
2020.10.28,N5,53
2020.10.28,PB,13
2020.10.24,N1,18
2020.10.24,N2,20
2020.10.24,N3,27
2020.10.24,N4,45
2020.10.24,N5,65
2020.10.24,PB,6
2020.10.21,N1,1
2020.10.21,N2,3
2020.10.21,N3,13
2020.10.21,N4,44
2020.10.21,N5,56
2020.10.21,PB,26
2020.10.17,N1,6
2020.10.17,N2,10
2020.10.17,N3,31
2020.10.17,N4,37
2020.10.17,N5,44
2020.10.17,PB,23
2020.10.14,N1,21
2020.10.14,N2,37
2020.10.14,N3,52
2020.10.14,N4,53
2020.10.14,N5,58
2020.10.14,PB,5
2020.10.10,N1,5
2020.10.10,N2,18
2020.10.10,N3,23
2020.10.10,N4,40
2020.10.10,N5,50
2020.10.10,PB,18
2020.10.07,N1,6
2020.10.07,N2,24
2020.10.07,N3,30
2020.10.07,N4,53
2020.10.07,N5,56
2020.10.07,PB,19
2020.10.03,N1,18
2020.10.03,N2,31
2020.10.03,N3,36
2020.10.03,N4,43
2020.10.03,N5,47
2020.10.03,PB,20
2020.09.30,N1,14
2020.09.30,N2,18
2020.09.30,N3,36
2020.09.30,N4,49
2020.09.30,N5,67
2020.09.30,PB,18
2020.09.26,N1,11
2020.09.26,N2,21
2020.09.26,N3,27
2020.09.26,N4,36
2020.09.26,N5,62
2020.09.26,PB,24
2020.09.23,N1,8
2020.09.23,N2,17
2020.09.23,N3,49
2020.09.23,N4,52
2020.09.23,N5,59
2020.09.23,PB,1
2020.09.19,N1,11
2020.09.19,N2,14
2020.09.19,N3,23
2020.09.19,N4,47
2020.09.19,N5,57
2020.09.19,PB,14
2020.09.16,N1,10
2020.09.16,N2,17
2020.09.16,N3,31
2020.09.16,N4,51
2020.09.16,N5,53
2020.09.16,PB,1
2020.09.12,N1,16
2020.09.12,N2,17
2020.09.12,N3,20
2020.09.12,N4,53
2020.09.12,N5,67
2020.09.12,PB,4
2020.09.09,N1,27
2020.09.09,N2,52
2020.09.09,N3,55
2020.09.09,N4,60
2020.09.09,N5,64
2020.09.09,PB,21
2020.09.05,N1,15
2020.09.05,N2,21
2020.09.05,N3,22
2020.09.05,N4,27
2020.09.05,N5,47
2020.09.05,PB,7
2020.09.02,N1,1
2020.09.02,N2,4
2020.09.02,N3,11
2020.09.02,N4,20
2020.09.02,N5,69
2020.09.02,PB,18
2020.08.29,N1,5
2020.08.29,N2,21
2020.08.29,N3,22
2020.08.29,N4,29
2020.08.29,N5,43
2020.08.29,PB,10
2020.08.26,N1,8
2020.08.26,N2,12
2020.08.26,N3,19
2020.08.26,N4,47
2020.08.26,N5,58
2020.08.26,PB,2
2020.08.22,N1,19
2020.08.22,N2,30
2020.08.22,N3,36
2020.08.22,N4,42
2020.08.22,N5,66
2020.08.22,PB,14
2020.08.19,N1,13
2020.08.19,N2,23
2020.08.19,N3,47
2020.08.19,N4,55
2020.08.19,N5,58
2020.08.19,PB,23
2020.08.15,N1,5
2020.08.15,N2,12
2020.08.15,N3,34
2020.08.15,N4,45
2020.08.15,N5,56
2020.08.15,PB,3
2020.08.12,N1,2
2020.08.12,N2,6
2020.08.12,N3,18
2020.08.12,N4,36
2020.08.12,N5,37
2020.08.12,PB,21
2020.08.08,N1,2
2020.08.08,N2,3
2020.08.08,N3,14
2020.08.08,N4,40
2020.08.08,N5,51
2020.08.08,PB,24
2020.08.05,N1,7
2020.08.05,N2,14
2020.08.05,N3,17
2020.08.05,N4,57
2020.08.05,N5,65
2020.08.05,PB,24
2020.08.01,N1,6
2020.08.01,N2,25
2020.08.01,N3,36
2020.08.01,N4,43
2020.08.01,N5,48
2020.08.01,PB,24
2020.07.29,N1,7
2020.07.29,N2,29
2020.07.29,N3,35
2020.07.29,N4,40
2020.07.29,N5,45
2020.07.29,PB,26
2020.07.25,N1,5
2020.07.25,N2,21
2020.07.25,N3,36
2020.07.25,N4,61
2020.07.25,N5,62
2020.07.25,PB,18
2020.07.22,N1,16
2020.07.22,N2,25
2020.07.22,N3,36
2020.07.22,N4,44
2020.07.22,N5,55
2020.07.22,PB,14
2020.07.18,N1,13
2020.07.18,N2,16
2020.07.18,N3,32
2020.07.18,N4,58
2020.07.18,N5,59
2020.07.18,PB,9
2020.07.15,N1,27
2020.07.15,N2,47
2020.07.15,N3,61
2020.07.15,N4,62
2020.07.15,N5,69
2020.07.15,PB,4
2020.07.11,N1,14
2020.07.11,N2,19
2020.07.11,N3,61
2020.07.11,N4,62
2020.07.11,N5,64
2020.07.11,PB,4
2020.07.08,N1,3
2020.07.08,N2,10
2020.07.08,N3,34
2020.07.08,N4,36
2020.07.08,N5,62
2020.07.08,PB,5
2020.07.04,N1,16
2020.07.04,N2,21
2020.07.04,N3,27
2020.07.04,N4,60
2020.07.04,N5,61
2020.07.04,PB,6
2020.07.01,N1,15
2020.07.01,N2,28
2020.07.01,N3,52
2020.07.01,N4,53
2020.07.01,N5,63
2020.07.01,PB,18
2020.06.27,N1,9
2020.06.27,N2,36
2020.06.27,N3,49
2020.06.27,N4,56
2020.06.27,N5,62
2020.06.27,PB,8
2020.06.24,N1,15
2020.06.24,N2,22
2020.06.24,N3,27
2020.06.24,N4,33
2020.06.24,N5,46
2020.06.24,PB,23
2020.06.20,N1,10
2020.06.20,N2,31
2020.06.20,N3,41
2020.06.20,N4,63
2020.06.20,N5,67
2020.06.20,PB,5
2020.06.17,N1,7
2020.06.17,N2,10
2020.06.17,N3,63
2020.06.17,N4,64
2020.06.17,N5,68
2020.06.17,PB,10
2020.06.13,N1,2
2020.06.13,N2,12
2020.06.13,N3,32
2020.06.13,N4,50
2020.06.13,N5,65
2020.06.13,PB,5
2020.06.10,N1,10
2020.06.10,N2,33
2020.06.10,N3,41
2020.06.10,N4,52
2020.06.10,N5,54
2020.06.10,PB,18
2020.06.06,N1,1
2020.06.06,N2,17
2020.06.06,N3,38
2020.06.06,N4,68
2020.06.06,N5,69
2020.06.06,PB,18
2020.06.03,N1,1
2020.06.03,N2,3
2020.06.03,N3,26
2020.06.03,N4,41
2020.06.03,N5,64
2020.06.03,PB,17
2020.05.30,N1,13
2020.05.30,N2,32
2020.05.30,N3,41
2020.05.30,N4,58
2020.05.30,N5,60
2020.05.30,PB,14
2020.05.27,N1,38
2020.05.27,N2,58
2020.05.27,N3,59
2020.05.27,N4,64
2020.05.27,N5,68
2020.05.27,PB,21
2020.05.23,N1,2
2020.05.23,N2,8
2020.05.23,N3,18
2020.05.23,N4,21
2020.05.23,N5,23
2020.05.23,PB,16
2020.05.20,N1,18
2020.05.20,N2,34
2020.05.20,N3,40
2020.05.20,N4,42
2020.05.20,N5,50
2020.05.20,PB,9
2020.05.16,N1,8
2020.05.16,N2,12
2020.05.16,N3,26
2020.05.16,N4,39
2020.05.16,N5,42
2020.05.16,PB,11
2020.05.13,N1,39
2020.05.13,N2,53
2020.05.13,N3,54
2020.05.13,N4,56
2020.05.13,N5,57
2020.05.13,PB,20
2020.05.09,N1,12
2020.05.09,N2,18
2020.05.09,N3,42
2020.05.09,N4,48
2020.05.09,N5,65
2020.05.09,PB,19
2020.05.06,N1,7
2020.05.06,N2,8
2020.05.06,N3,35
2020.05.06,N4,50
2020.05.06,N5,65
2020.05.06,PB,20
2020.05.02,N1,13
2020.05.02,N2,16
2020.05.02,N3,33
2020.05.02,N4,58
2020.05.02,N5,68
2020.05.02,PB,24
2020.04.29,N1,2
2020.04.29,N2,20
2020.04.29,N3,49
2020.04.29,N4,61
2020.04.29,N5,67
2020.04.29,PB,20
2020.04.25,N1,1
2020.04.25,N2,3
2020.04.25,N3,21
2020.04.25,N4,47
2020.04.25,N5,57
2020.04.25,PB,18
2020.04.22,N1,1
2020.04.22,N2,33
2020.04.22,N3,35
2020.04.22,N4,40
2020.04.22,N5,69
2020.04.22,PB,24
2020.04.18,N1,4
2020.04.18,N2,44
2020.04.18,N3,46
2020.04.18,N4,56
2020.04.18,N5,63
2020.04.18,PB,19
2020.04.15,N1,10
2020.04.15,N2,12
2020.04.15,N3,33
2020.04.15,N4,36
2020.04.15,N5,41
2020.04.15,PB,2
2020.04.11,N1,22
2020.04.11,N2,29
2020.04.11,N3,30
2020.04.11,N4,42
2020.04.11,N5,47
2020.04.11,PB,17
2020.04.08,N1,2
2020.04.08,N2,37
2020.04.08,N3,39
2020.04.08,N4,48
2020.04.08,N5,54
2020.04.08,PB,5
2020.04.04,N1,8
2020.04.04,N2,31
2020.04.04,N3,39
2020.04.04,N4,40
2020.04.04,N5,43
2020.04.04,PB,4
2020.04.01,N1,33
2020.04.01,N2,35
2020.04.01,N3,45
2020.04.01,N4,48
2020.04.01,N5,60
2020.04.01,PB,16
2020.03.28,N1,7
2020.03.28,N2,40
2020.03.28,N3,48
2020.03.28,N4,55
2020.03.28,N5,66
2020.03.28,PB,11
2020.03.25,N1,5
2020.03.25,N2,9
2020.03.25,N3,27
2020.03.25,N4,39
2020.03.25,N5,42
2020.03.25,PB,16
2020.03.21,N1,2
2020.03.21,N2,23
2020.03.21,N3,40
2020.03.21,N4,59
2020.03.21,N5,69
2020.03.21,PB,13
2020.03.18,N1,15
2020.03.18,N2,27
2020.03.18,N3,44
2020.03.18,N4,59
2020.03.18,N5,63
2020.03.18,PB,8
2020.03.14,N1,9
2020.03.14,N2,23
2020.03.14,N3,26
2020.03.14,N4,30
2020.03.14,N5,32
2020.03.14,PB,8
2020.03.11,N1,4
2020.03.11,N2,29
2020.03.11,N3,49
2020.03.11,N4,50
2020.03.11,N5,67
2020.03.11,PB,2
2020.03.07,N1,7
2020.03.07,N2,15
2020.03.07,N3,21
2020.03.07,N4,33
2020.03.07,N5,62
2020.03.07,PB,23
2020.03.04,N1,18
2020.03.04,N2,43
2020.03.04,N3,58
2020.03.04,N4,60
2020.03.04,N5,68
2020.03.04,PB,14
2020.02.29,N1,24
2020.02.29,N2,44
2020.02.29,N3,46
2020.02.29,N4,50
2020.02.29,N5,51
2020.02.29,PB,13
2020.02.26,N1,8
2020.02.26,N2,27
2020.02.26,N3,29
2020.02.26,N4,36
2020.02.26,N5,47
2020.02.26,PB,24
2020.02.22,N1,25
2020.02.22,N2,37
2020.02.22,N3,39
2020.02.22,N4,61
2020.02.22,N5,62
2020.02.22,PB,11
2020.02.19,N1,10
2020.02.19,N2,12
2020.02.19,N3,15
2020.02.19,N4,19
2020.02.19,N5,56
2020.02.19,PB,19
2020.02.15,N1,16
2020.02.15,N2,32
2020.02.15,N3,35
2020.02.15,N4,36
2020.02.15,N5,46
2020.02.15,PB,3
2020.02.12,N1,14
2020.02.12,N2,47
2020.02.12,N3,54
2020.02.12,N4,55
2020.02.12,N5,68
2020.02.12,PB,25
2020.02.08,N1,35
2020.02.08,N2,49
2020.02.08,N3,50
2020.02.08,N4,59
2020.02.08,N5,66
2020.02.08,PB,6
2020.02.05,N1,23
2020.02.05,N2,30
2020.02.05,N3,35
2020.02.05,N4,41
2020.02.05,N5,57
2020.02.05,PB,2
2020.02.01,N1,12
2020.02.01,N2,33
2020.02.01,N3,54
2020.02.01,N4,57
2020.02.01,N5,60
2020.02.01,PB,13
2020.01.29,N1,9
2020.01.29,N2,12
2020.01.29,N3,15
2020.01.29,N4,31
2020.01.29,N5,60
2020.01.29,PB,2
2020.01.25,N1,2
2020.01.25,N2,9
2020.01.25,N3,17
2020.01.25,N4,36
2020.01.25,N5,67
2020.01.25,PB,18
2020.01.22,N1,11
2020.01.22,N2,33
2020.01.22,N3,44
2020.01.22,N4,59
2020.01.22,N5,67
2020.01.22,PB,8
2020.01.18,N1,20
2020.01.18,N2,24
2020.01.18,N3,38
2020.01.18,N4,56
2020.01.18,N5,68
2020.01.18,PB,18
2020.01.15,N1,39
2020.01.15,N2,41
2020.01.15,N3,53
2020.01.15,N4,55
2020.01.15,N5,68
2020.01.15,PB,19
2020.01.11,N1,3
2020.01.11,N2,21
2020.01.11,N3,23
2020.01.11,N4,31
2020.01.11,N5,59
2020.01.11,PB,3
2020.01.08,N1,2
2020.01.08,N2,4
2020.01.08,N3,7
2020.01.08,N4,43
2020.01.08,N5,56
2020.01.08,PB,22
2020.01.04,N1,1
2020.01.04,N2,11
2020.01.04,N3,21
2020.01.04,N4,25
2020.01.04,N5,54
2020.01.04,PB,7
2020.01.01,N1,49
2020.01.01,N2,53
2020.01.01,N3,57
2020.01.01,N4,59
2020.01.01,N5,62
2020.01.01,PB,26
2019.12.28,N1,20
2019.12.28,N2,23
2019.12.28,N3,39
2019.12.28,N4,59
2019.12.28,N5,60
2019.12.28,PB,18
2019.12.25,N1,2
2019.12.25,N2,4
2019.12.25,N3,16
2019.12.25,N4,30
2019.12.25,N5,46
2019.12.25,PB,20
2019.12.21,N1,19
2019.12.21,N2,31
2019.12.21,N3,35
2019.12.21,N4,50
2019.12.21,N5,67
2019.12.21,PB,14
2019.12.18,N1,14
2019.12.18,N2,18
2019.12.18,N3,26
2019.12.18,N4,39
2019.12.18,N5,68
2019.12.18,PB,9
2019.12.14,N1,3
2019.12.14,N2,6
2019.12.14,N3,12
2019.12.14,N4,32
2019.12.14,N5,64
2019.12.14,PB,19
2019.12.11,N1,24
2019.12.11,N2,29
2019.12.11,N3,42
2019.12.11,N4,44
2019.12.11,N5,63
2019.12.11,PB,10
2019.12.07,N1,18
2019.12.07,N2,42
2019.12.07,N3,53
2019.12.07,N4,62
2019.12.07,N5,66
2019.12.07,PB,25
2019.12.04,N1,8
2019.12.04,N2,27
2019.12.04,N3,44
2019.12.04,N4,51
2019.12.04,N5,61
2019.12.04,PB,14
2019.11.30,N1,15
2019.11.30,N2,35
2019.11.30,N3,42
2019.11.30,N4,63
2019.11.30,N5,68
2019.11.30,PB,18
2019.11.27,N1,15
2019.11.27,N2,26
2019.11.27,N3,37
2019.11.27,N4,53
2019.11.27,N5,55
2019.11.27,PB,21
2019.11.23,N1,28
2019.11.23,N2,35
2019.11.23,N3,38
2019.11.23,N4,61
2019.11.23,N5,66
2019.11.23,PB,23
2019.11.20,N1,7
2019.11.20,N2,15
2019.11.20,N3,39
2019.11.20,N4,40
2019.11.20,N5,57
2019.11.20,PB,12
2019.11.16,N1,14
2019.11.16,N2,22
2019.11.16,N3,26
2019.11.16,N4,55
2019.11.16,N5,63
2019.11.16,PB,26
2019.11.13,N1,23
2019.11.13,N2,26
2019.11.13,N3,27
2019.11.13,N4,28
2019.11.13,N5,66
2019.11.13,PB,11
2019.11.09,N1,14
2019.11.09,N2,17
2019.11.09,N3,35
2019.11.09,N4,38
2019.11.09,N5,60
2019.11.09,PB,25
2019.11.06,N1,15
2019.11.06,N2,28
2019.11.06,N3,46
2019.11.06,N4,62
2019.11.06,N5,64
2019.11.06,PB,17
2019.11.02,N1,3
2019.11.02,N2,23
2019.11.02,N3,32
2019.11.02,N4,37
2019.11.02,N5,58
2019.11.02,PB,22
2019.10.30,N1,19
2019.10.30,N2,22
2019.10.30,N3,52
2019.10.30,N4,56
2019.10.30,N5,67
2019.10.30,PB,21
2019.10.26,N1,3
2019.10.26,N2,20
2019.10.26,N3,48
2019.10.26,N4,54
2019.10.26,N5,59
2019.10.26,PB,4
2019.10.23,N1,5
2019.10.23,N2,12
2019.10.23,N3,50
2019.10.23,N4,61
2019.10.23,N5,69
2019.10.23,PB,23
2019.10.19,N1,14
2019.10.19,N2,27
2019.10.19,N3,29
2019.10.19,N4,59
2019.10.19,N5,65
2019.10.19,PB,12
2019.10.16,N1,1
2019.10.16,N2,5
2019.10.16,N3,25
2019.10.16,N4,63
2019.10.16,N5,67
2019.10.16,PB,3
2019.10.12,N1,12
2019.10.12,N2,29
2019.10.12,N3,34
2019.10.12,N4,53
2019.10.12,N5,65
2019.10.12,PB,23
2019.10.09,N1,5
2019.10.09,N2,18
2019.10.09,N3,33
2019.10.09,N4,43
2019.10.09,N5,65
2019.10.09,PB,2
2019.10.05,N1,6
2019.10.05,N2,14
2019.10.05,N3,36
2019.10.05,N4,51
2019.10.05,N5,54
2019.10.05,PB,4
2019.10.02,N1,4
2019.10.02,N2,8
2019.10.02,N3,10
2019.10.02,N4,43
2019.10.02,N5,53
2019.10.02,PB,7
2019.09.28,N1,15
2019.09.28,N2,23
2019.09.28,N3,34
2019.09.28,N4,51
2019.09.28,N5,55
2019.09.28,PB,4
2019.09.25,N1,37
2019.09.25,N2,43
2019.09.25,N3,44
2019.09.25,N4,45
2019.09.25,N5,53
2019.09.25,PB,25
2019.09.21,N1,1
2019.09.21,N2,9
2019.09.21,N3,22
2019.09.21,N4,36
2019.09.21,N5,68
2019.09.21,PB,22
2019.09.18,N1,14
2019.09.18,N2,19
2019.09.18,N3,39
2019.09.18,N4,47
2019.09.18,N5,51
2019.09.18,PB,15
2019.09.14,N1,11
2019.09.14,N2,27
2019.09.14,N3,31
2019.09.14,N4,36
2019.09.14,N5,67
2019.09.14,PB,11
2019.09.11,N1,6
2019.09.11,N2,17
2019.09.11,N3,24
