date,hour,n
2012.03.31,PB,27
2012.03.28,N1,11
2012.03.28,N2,16
2012.03.28,N3,29
2012.03.28,N4,50
2012.03.28,N5,58
2012.03.28,PB,33
2012.03.24,N1,1
2012.03.24,N2,15
2012.03.24,N3,35
2012.03.24,N4,37
2012.03.24,N5,47
2012.03.24,PB,8
2012.03.21,N1,32
2012.03.21,N2,43
2012.03.21,N3,53
2012.03.21,N4,55
2012.03.21,N5,56
2012.03.21,PB,6
2012.03.17,N1,11
2012.03.17,N2,14
2012.03.17,N3,49
2012.03.17,N4,55
2012.03.17,N5,58
2012.03.17,PB,30
2012.03.14,N1,1
2012.03.14,N2,8
2012.03.14,N3,41
2012.03.14,N4,46
2012.03.14,N5,59
2012.03.14,PB,24
2012.03.10,N1,5
2012.03.10,N2,14
2012.03.10,N3,17
2012.03.10,N4,20
2012.03.10,N5,41
2012.03.10,PB,5
2012.03.07,N1,12
2012.03.07,N2,35
2012.03.07,N3,45
2012.03.07,N4,46
2012.03.07,N5,47
2012.03.07,PB,12
2012.03.03,N1,29
2012.03.03,N2,30
2012.03.03,N3,45
2012.03.03,N4,47
2012.03.03,N5,49
2012.03.03,PB,35
2012.02.29,N1,1
2012.02.29,N2,4
2012.02.29,N3,11
2012.02.29,N4,23
2012.02.29,N5,26
2012.02.29,PB,14
2012.02.25,N1,6
2012.02.25,N2,11
2012.02.25,N3,42
2012.02.25,N4,53
2012.02.25,N5,54
2012.02.25,PB,7
2012.02.22,N1,7
2012.02.22,N2,16
2012.02.22,N3,17
2012.02.22,N4,39
2012.02.22,N5,51
2012.02.22,PB,32
2012.02.18,N1,23
2012.02.18,N2,28
2012.02.18,N3,50
2012.02.18,N4,56
2012.02.18,N5,59
2012.02.18,PB,5
2012.02.15,N1,11
2012.02.15,N2,12
2012.02.15,N3,32
2012.02.15,N4,52
2012.02.15,N5,56
2012.02.15,PB,11
2012.02.11,N1,1
2012.02.11,N2,10
2012.02.11,N3,37
2012.02.11,N4,52
2012.02.11,N5,57
2012.02.11,PB,11
2012.02.08,N1,17
2012.02.08,N2,28
2012.02.08,N3,38
2012.02.08,N4,39
2012.02.08,N5,51
2012.02.08,PB,33
2012.02.04,N1,15
2012.02.04,N2,23
2012.02.04,N3,43
2012.02.04,N4,45
2012.02.04,N5,56
2012.02.04,PB,7
2012.02.01,N1,8
2012.02.01,N2,13
2012.02.01,N3,17
2012.02.01,N4,34
2012.02.01,N5,59
2012.02.01,PB,35
2012.01.28,N1,5
2012.01.28,N2,33
2012.01.28,N3,41
2012.01.28,N4,54
2012.01.28,N5,59
2012.01.28,PB,13
2012.01.25,N1,4
2012.01.25,N2,19
2012.01.25,N3,28
2012.01.25,N4,29
2012.01.25,N5,47
2012.01.25,PB,5
2012.01.21,N1,12
2012.01.21,N2,24
2012.01.21,N3,43
2012.01.21,N4,44
2012.01.21,N5,45
2012.01.21,PB,7
2012.01.18,N1,6
2012.01.18,N2,29
2012.01.18,N3,34
2012.01.18,N4,44
2012.01.18,N5,50
2012.01.18,PB,28
2012.01.14,N1,10
2012.01.14,N2,30
2012.01.14,N3,36
2012.01.14,N4,38
2012.01.14,N5,41
2012.01.14,PB,1
2012.01.11,N1,5
2012.01.11,N2,19
2012.01.11,N3,29
2012.01.11,N4,45
2012.01.11,N5,47
2012.01.11,PB,25
2012.01.07,N1,3
2012.01.07,N2,21
2012.01.07,N3,24
2012.01.07,N4,38
2012.01.07,N5,39
2012.01.07,PB,24
2012.01.04,N1,21
2012.01.04,N2,35
2012.01.04,N3,46
2012.01.04,N4,47
2012.01.04,N5,50
2012.01.04,PB,2
2011.12.31,N1,5
2011.12.31,N2,23
2011.12.31,N3,25
2011.12.31,N4,28
2011.12.31,N5,40
2011.12.31,PB,34
2011.12.28,N1,16
2011.12.28,N2,21
2011.12.28,N3,27
2011.12.28,N4,41
2011.12.28,N5,45
2011.12.28,PB,14
2011.12.24,N1,14
2011.12.24,N2,16
2011.12.24,N3,30
2011.12.24,N4,51
2011.12.24,N5,52
2011.12.24,PB,19
2011.12.21,N1,10
2011.12.21,N2,13
2011.12.21,N3,15
2011.12.21,N4,31
2011.12.21,N5,54
2011.12.21,PB,18
2011.12.17,N1,13
2011.12.17,N2,28
2011.12.17,N3,49
2011.12.17,N4,51
2011.12.17,N5,59
2011.12.17,PB,33
2011.12.14,N1,2
2011.12.14,N2,24
2011.12.14,N3,46
2011.12.14,N4,52
2011.12.14,N5,56
2011.12.14,PB,19
2011.12.10,N1,4
2011.12.10,N2,19
2011.12.10,N3,33
2011.12.10,N4,41
2011.12.10,N5,59
2011.12.10,PB,9
2011.12.07,N1,3
2011.12.07,N2,14
2011.12.07,N3,20
2011.12.07,N4,39
2011.12.07,N5,40
2011.12.07,PB,37
2011.12.03,N1,5
2011.12.03,N2,18
2011.12.03,N3,33
2011.12.03,N4,43
2011.12.03,N5,45
2011.12.03,PB,8
2011.11.30,N1,2
2011.11.30,N2,6
2011.11.30,N3,34
2011.11.30,N4,35
2011.11.30,N5,47
2011.11.30,PB,22
2011.11.26,N1,20
2011.11.26,N2,37
2011.11.26,N3,39
2011.11.26,N4,45
2011.11.26,N5,55
2011.11.26,PB,28
2011.11.23,N1,4
2011.11.23,N2,30
2011.11.23,N3,35
2011.11.23,N4,57
2011.11.23,N5,59
2011.11.23,PB,25
2011.11.19,N1,9
2011.11.19,N2,16
2011.11.19,N3,17
2011.11.19,N4,28
2011.11.19,N5,30
2011.11.19,PB,11
2011.11.16,N1,13
2011.11.16,N2,22
2011.11.16,N3,25
2011.11.16,N4,39
2011.11.16,N5,51
2011.11.16,PB,28
2011.11.12,N1,4
2011.11.12,N2,35
2011.11.12,N3,36
2011.11.12,N4,51
2011.11.12,N5,56
2011.11.12,PB,8
2011.11.09,N1,5
2011.11.09,N2,35
2011.11.09,N3,57
2011.11.09,N4,58
2011.11.09,N5,59
2011.11.09,PB,12
2011.11.05,N1,2
2011.11.05,N2,33
2011.11.05,N3,39
2011.11.05,N4,40
2011.11.05,N5,43
2011.11.05,PB,26
2011.11.02,N1,12
2011.11.02,N2,14
2011.11.02,N3,34
2011.11.02,N4,39
2011.11.02,N5,46
2011.11.02,PB,36
2011.10.29,N1,11
2011.10.29,N2,16
2011.10.29,N3,40
2011.10.29,N4,51
2011.10.29,N5,56
2011.10.29,PB,38
2011.10.26,N1,1
2011.10.26,N2,18
2011.10.26,N3,21
2011.10.26,N4,39
2011.10.26,N5,55
2011.10.26,PB,6
2011.10.22,N1,3
2011.10.22,N2,8
2011.10.22,N3,23
2011.10.22,N4,30
2011.10.22,N5,58
2011.10.22,PB,13
2011.10.19,N1,16
2011.10.19,N2,26
2011.10.19,N3,35
2011.10.19,N4,52
2011.10.19,N5,58
2011.10.19,PB,2
2011.10.15,N1,5
2011.10.15,N2,10
2011.10.15,N3,24
2011.10.15,N4,38
2011.10.15,N5,43
2011.10.15,PB,1
2011.10.12,N1,10
2011.10.12,N2,12
2011.10.12,N3,23
2011.10.12,N4,43
2011.10.12,N5,47
2011.10.12,PB,18
2011.10.08,N1,3
2011.10.08,N2,27
2011.10.08,N3,35
2011.10.08,N4,37
2011.10.08,N5,45
2011.10.08,PB,31
2011.10.05,N1,7
2011.10.05,N2,20
2011.10.05,N3,43
2011.10.05,N4,46
2011.10.05,N5,54
2011.10.05,PB,17
2011.10.01,N1,1
2011.10.01,N2,12
2011.10.01,N3,23
2011.10.01,N4,27
2011.10.01,N5,43
2011.10.01,PB,31
2011.09.28,N1,30
2011.09.28,N2,41
2011.09.28,N3,50
2011.09.28,N4,51
2011.09.28,N5,53
2011.09.28,PB,8
2011.09.24,N1,3
2011.09.24,N2,4
2011.09.24,N3,12
2011.09.24,N4,27
2011.09.24,N5,44
2011.09.24,PB,26
2011.09.21,N1,12
2011.09.21,N2,47
2011.09.21,N3,48
2011.09.21,N4,52
2011.09.21,N5,55
2011.09.21,PB,13
2011.09.17,N1,6
2011.09.17,N2,20
2011.09.17,N3,22
2011.09.17,N4,32
2011.09.17,N5,43
2011.09.17,PB,11
2011.09.14,N1,16
2011.09.14,N2,41
2011.09.14,N3,42
2011.09.14,N4,50
2011.09.14,N5,59
2011.09.14,PB,5
2011.09.10,N1,4
2011.09.10,N2,19
2011.09.10,N3,22
2011.09.10,N4,32
2011.09.10,N5,53
2011.09.10,PB,24
2011.09.07,N1,3
2011.09.07,N2,5
2011.09.07,N3,18
2011.09.07,N4,27
2011.09.07,N5,54
2011.09.07,PB,13
2011.09.03,N1,15
2011.09.03,N2,25
2011.09.03,N3,52
2011.09.03,N4,53
2011.09.03,N5,54
2011.09.03,PB,2
2011.08.31,N1,13
2011.08.31,N2,19
2011.08.31,N3,35
2011.08.31,N4,47
2011.08.31,N5,57
2011.08.31,PB,29
2011.08.27,N1,2
2011.08.27,N2,12
2011.08.27,N3,25
2011.08.27,N4,54
2011.08.27,N5,58
2011.08.27,PB,14
2011.08.24,N1,9
2011.08.24,N2,13
2011.08.24,N3,47
2011.08.24,N4,49
2011.08.24,N5,53
2011.08.24,PB,39
2011.08.20,N1,2
2011.08.20,N2,17
2011.08.20,N3,23
2011.08.20,N4,28
2011.08.20,N5,47
2011.08.20,PB,36
2011.08.17,N1,18
2011.08.17,N2,28
2011.08.17,N3,31
2011.08.17,N4,48
2011.08.17,N5,52
2011.08.17,PB,37
2011.08.13,N1,9
2011.08.13,N2,12
2011.08.13,N3,35
2011.08.13,N4,50
2011.08.13,N5,58
2011.08.13,PB,4
2011.08.10,N1,11
2011.08.10,N2,18
2011.08.10,N3,36
2011.08.10,N4,41
2011.08.10,N5,46
2011.08.10,PB,38
2011.08.06,N1,25
2011.08.06,N2,30
2011.08.06,N3,54
2011.08.06,N4,57
2011.08.06,N5,59
2011.08.06,PB,6
2011.08.03,N1,13
2011.08.03,N2,19
2011.08.03,N3,21
2011.08.03,N4,28
2011.08.03,N5,49
2011.08.03,PB,11
2011.07.30,N1,20
2011.07.30,N2,40
2011.07.30,N3,41
2011.07.30,N4,47
2011.07.30,N5,55
2011.07.30,PB,19
2011.07.27,N1,38
2011.07.27,N2,40
2011.07.27,N3,41
2011.07.27,N4,51
2011.07.27,N5,59
2011.07.27,PB,33
2011.07.23,N1,1
2011.07.23,N2,7
2011.07.23,N3,27
2011.07.23,N4,38
2011.07.23,N5,48
2011.07.23,PB,30
2011.07.20,N1,1
2011.07.20,N2,4
2011.07.20,N3,38
2011.07.20,N4,40
2011.07.20,N5,42
2011.07.20,PB,17
2011.07.16,N1,24
2011.07.16,N2,28
2011.07.16,N3,48
2011.07.16,N4,50
2011.07.16,N5,54
2011.07.16,PB,25
2011.07.13,N1,8
2011.07.13,N2,18
2011.07.13,N3,19
2011.07.13,N4,32
2011.07.13,N5,54
2011.07.13,PB,8
2011.07.09,N1,1
2011.07.09,N2,9
2011.07.09,N3,11
2011.07.09,N4,23
2011.07.09,N5,31
2011.07.09,PB,6
2011.07.06,N1,11
2011.07.06,N2,15
2011.07.06,N3,24
2011.07.06,N4,50
2011.07.06,N5,55
2011.07.06,PB,8
2011.07.02,N1,1
2011.07.02,N2,11
2011.07.02,N3,18
2011.07.02,N4,29
2011.07.02,N5,51
2011.07.02,PB,32
2011.06.29,N1,24
2011.06.29,N2,30
2011.06.29,N3,45
2011.06.29,N4,57
2011.06.29,N5,59
2011.06.29,PB,26
2011.06.25,N1,18
2011.06.25,N2,36
2011.06.25,N3,39
2011.06.25,N4,41
2011.06.25,N5,57
2011.06.25,PB,12
2011.06.22,N1,12
2011.06.22,N2,15
2011.06.22,N3,19
2011.06.22,N4,46
2011.06.22,N5,59
2011.06.22,PB,12
2011.06.18,N1,12
2011.06.18,N2,21
2011.06.18,N3,22
2011.06.18,N4,38
2011.06.18,N5,41
2011.06.18,PB,18
2011.06.15,N1,19
2011.06.15,N2,20
2011.06.15,N3,38
2011.06.15,N4,41
2011.06.15,N5,43
2011.06.15,PB,29
2011.06.11,N1,16
2011.06.11,N2,18
2011.06.11,N3,27
2011.06.11,N4,36
2011.06.11,N5,50
2011.06.11,PB,8
2011.06.08,N1,14
2011.06.08,N2,37
2011.06.08,N3,44
2011.06.08,N4,45
2011.06.08,N5,53
2011.06.08,PB,29
2011.06.04,N1,17
2011.06.04,N2,19
2011.06.04,N3,39
2011.06.04,N4,41
2011.06.04,N5,58
2011.06.04,PB,21
2011.06.01,N1,8
2011.06.01,N2,18
2011.06.01,N3,38
2011.06.01,N4,46
2011.06.01,N5,56
2011.06.01,PB,31
2011.05.28,N1,12
2011.05.28,N2,20
2011.05.28,N3,43
2011.05.28,N4,51
2011.05.28,N5,55
2011.05.28,PB,11
2011.05.25,N1,4
2011.05.25,N2,23
2011.05.25,N3,31
2011.05.25,N4,42
2011.05.25,N5,50
2011.05.25,PB,23
2011.05.21,N1,2
2011.05.21,N2,8
2011.05.21,N3,40
2011.05.21,N4,49
2011.05.21,N5,50
2011.05.21,PB,36
2011.05.18,N1,7
2011.05.18,N2,12
2011.05.18,N3,13
2011.05.18,N4,42
2011.05.18,N5,49
2011.05.18,PB,16
2011.05.14,N1,8
2011.05.14,N2,17
2011.05.14,N3,18
2011.05.14,N4,40
2011.05.14,N5,44
2011.05.14,PB,16
2011.05.11,N1,9
2011.05.11,N2,17
2011.05.11,N3,32
2011.05.11,N4,43
2011.05.11,N5,45
2011.05.11,PB,31
2011.05.07,N1,2
2011.05.07,N2,11
2011.05.07,N3,27
2011.05.07,N4,47
2011.05.07,N5,55
2011.05.07,PB,15
2011.05.04,N1,3
2011.05.04,N2,15
2011.05.04,N3,27
2011.05.04,N4,29
2011.05.04,N5,41
2011.05.04,PB,24
2011.04.30,N1,6
2011.04.30,N2,13
2011.04.30,N3,15
2011.04.30,N4,32
2011.04.30,N5,41
2011.04.30,PB,3
2011.04.27,N1,4
2011.04.27,N2,24
2011.04.27,N3,40
2011.04.27,N4,44
2011.04.27,N5,55
2011.04.27,PB,5
2011.04.23,N1,3
2011.04.23,N2,11
2011.04.23,N3,47
2011.04.23,N4,48
2011.04.23,N5,58
2011.04.23,PB,19
2011.04.20,N1,9
2011.04.20,N2,24
2011.04.20,N3,34
2011.04.20,N4,36
2011.04.20,N5,43
2011.04.20,PB,27
2011.04.16,N1,21
2011.04.16,N2,33
2011.04.16,N3,44
2011.04.16,N4,45
2011.04.16,N5,55
2011.04.16,PB,7
2011.04.13,N1,4
2011.04.13,N2,23
2011.04.13,N3,39
2011.04.13,N4,49
2011.04.13,N5,50
2011.04.13,PB,39
2011.04.09,N1,5
2011.04.09,N2,14
2011.04.09,N3,32
2011.04.09,N4,53
2011.04.09,N5,56
2011.04.09,PB,11
2011.04.06,N1,10
2011.04.06,N2,18
2011.04.06,N3,41
2011.04.06,N4,55
2011.04.06,N5,56
2011.04.06,PB,15
2011.04.02,N1,6
2011.04.02,N2,22
2011.04.02,N3,34
2011.04.02,N4,43
2011.04.02,N5,45
2011.04.02,PB,23
2011.03.30,N1,19
2011.03.30,N2,20
2011.03.30,N3,42
2011.03.30,N4,56
2011.03.30,N5,58
2011.03.30,PB,37
2011.03.26,N1,4
2011.03.26,N2,10
2011.03.26,N3,11
2011.03.26,N4,19
2011.03.26,N5,33
2011.03.26,PB,27
2011.03.23,N1,5
2011.03.23,N2,15
2011.03.23,N3,26
2011.03.23,N4,28
2011.03.23,N5,32
2011.03.23,PB,9
2011.03.19,N1,3
2011.03.19,N2,11
2011.03.19,N3,20
2011.03.19,N4,27
2011.03.19,N5,46
2011.03.19,PB,8
2011.03.16,N1,28
2011.03.16,N2,39
2011.03.16,N3,40
2011.03.16,N4,48
2011.03.16,N5,53
2011.03.16,PB,9
2011.03.12,N1,1
2011.03.12,N2,4
2011.03.12,N3,12
2011.03.12,N4,41
2011.03.12,N5,47
2011.03.12,PB,3
2011.03.09,N1,12
2011.03.09,N2,20
2011.03.09,N3,28
2011.03.09,N4,40
2011.03.09,N5,48
2011.03.09,PB,8
2011.03.05,N1,2
2011.03.05,N2,23
2011.03.05,N3,31
2011.03.05,N4,42
2011.03.05,N5,48
2011.03.05,PB,21
2011.03.02,N1,7
2011.03.02,N2,31
2011.03.02,N3,50
2011.03.02,N4,51
2011.03.02,N5,58
2011.03.02,PB,6
2011.02.26,N1,4
2011.02.26,N2,13
2011.02.26,N3,17
2011.02.26,N4,21
2011.02.26,N5,45
2011.02.26,PB,10
2011.02.23,N1,29
2011.02.23,N2,32
2011.02.23,N3,36
2011.02.23,N4,39
2011.02.23,N5,49
2011.02.23,PB,29
2011.02.19,N1,3
2011.02.19,N2,12
2011.02.19,N3,34
2011.02.19,N4,37
2011.02.19,N5,42
2011.02.19,PB,36
2011.02.16,N1,9
2011.02.16,N2,13
2011.02.16,N3,21
2011.02.16,N4,23
2011.02.16,N5,48
2011.02.16,PB,24
2011.02.12,N1,11
2011.02.12,N2,32
2011.02.12,N3,36
2011.02.12,N4,48
2011.02.12,N5,52
2011.02.12,PB,19
2011.02.09,N1,7
2011.02.09,N2,11
2011.02.09,N3,39
2011.02.09,N4,42
2011.02.09,N5,51
2011.02.09,PB,30
2011.02.05,N1,15
2011.02.05,N2,37
2011.02.05,N3,41
2011.02.05,N4,56
2011.02.05,N5,59
2011.02.05,PB,5
2011.02.02,N1,3
2011.02.02,N2,14
2011.02.02,N3,33
2011.02.02,N4,53
2011.02.02,N5,57
2011.02.02,PB,36
2011.01.29,N1,24
2011.01.29,N2,28
2011.01.29,N3,45
2011.01.29,N4,49
2011.01.29,N5,52
2011.01.29,PB,2
2011.01.26,N1,4
2011.01.26,N2,5
2011.01.26,N3,36
2011.01.26,N4,47
2011.01.26,N5,58
2011.01.26,PB,6
2011.01.22,N1,30
2011.01.22,N2,31
2011.01.22,N3,34
2011.01.22,N4,45
2011.01.22,N5,51
2011.01.22,PB,23
2011.01.19,N1,22
2011.01.19,N2,36
2011.01.19,N3,51
2011.01.19,N4,56
2011.01.19,N5,59
2011.01.19,PB,32
2011.01.15,N1,9
2011.01.15,N2,13
2011.01.15,N3,22
2011.01.15,N4,23
2011.01.15,N5,37
2011.01.15,PB,31
2011.01.12,N1,19
2011.01.12,N2,21
2011.01.12,N3,23
2011.01.12,N4,40
2011.01.12,N5,48
2011.01.12,PB,27
2011.01.08,N1,6
2011.01.08,N2,7
2011.01.08,N3,26
2011.01.08,N4,33
2011.01.08,N5,52
2011.01.08,PB,24
2011.01.05,N1,22
2011.01.05,N2,26
2011.01.05,N3,32
2011.01.05,N4,38
2011.01.05,N5,40
2011.01.05,PB,7
2011.01.01,N1,18
2011.01.01,N2,22
2011.01.01,N3,37
2011.01.01,N4,47
2011.01.01,N5,54
2011.01.01,PB,36
2010.12.29,N1,3
2010.12.29,N2,16
2010.12.29,N3,18
2010.12.29,N4,20
2010.12.29,N5,37
2010.12.29,PB,30
2010.12.25,N1,1
2010.12.25,N2,17
2010.12.25,N3,38
2010.12.25,N4,50
2010.12.25,N5,52
2010.12.25,PB,24
2010.12.22,N1,11
2010.12.22,N2,33
2010.12.22,N3,44
2010.12.22,N4,46
2010.12.22,N5,47
2010.12.22,PB,12
2010.12.18,N1,4
2010.12.18,N2,11
2010.12.18,N3,19
2010.12.18,N4,33
2010.12.18,N5,43
2010.12.18,PB,14
2010.12.15,N1,10
2010.12.15,N2,11
2010.12.15,N3,18
2010.12.15,N4,32
2010.12.15,N5,45
2010.12.15,PB,18
2010.12.11,N1,1
2010.12.11,N2,8
2010.12.11,N3,10
2010.12.11,N4,19
2010.12.11,N5,20
2010.12.11,PB,23
2010.12.08,N1,8
2010.12.08,N2,11
2010.12.08,N3,25
2010.12.08,N4,41
2010.12.08,N5,58
2010.12.08,PB,16
2010.12.04,N1,13
2010.12.04,N2,24
2010.12.04,N3,27
2010.12.04,N4,31
2010.12.04,N5,42
2010.12.04,PB,22
2010.12.01,N1,5
2010.12.01,N2,10
2010.12.01,N3,11
2010.12.01,N4,12
2010.12.01,N5,20
2010.12.01,PB,2
2010.11.27,N1,10
2010.11.27,N2,30
2010.11.27,N3,37
2010.11.27,N4,47
2010.11.27,N5,54
2010.11.27,PB,39
2010.11.24,N1,8
2010.11.24,N2,20
2010.11.24,N3,21
2010.11.24,N4,32
2010.11.24,N5,37
2010.11.24,PB,4
2010.11.20,N1,10
2010.11.20,N2,12
2010.11.20,N3,38
2010.11.20,N4,53
2010.11.20,N5,57
2010.11.20,PB,1
2010.11.17,N1,14
2010.11.17,N2,16
2010.11.17,N3,53
2010.11.17,N4,54
2010.11.17,N5,59
2010.11.17,PB,5
2010.11.13,N1,17
2010.11.13,N2,30
2010.11.13,N3,48
2010.11.13,N4,51
2010.11.13,N5,54
2010.11.13,PB,29
2010.11.10,N1,5
2010.11.10,N2,8
2010.11.10,N3,11
2010.11.10,N4,40
2010.11.10,N5,44
2010.11.10,PB,10
2010.11.06,N1,7
2010.11.06,N2,12
2010.11.06,N3,23
2010.11.06,N4,34
2010.11.06,N5,38
2010.11.06,PB,33
2010.11.03,N1,34
2010.11.03,N2,38
2010.11.03,N3,39
2010.11.03,N4,45
2010.11.03,N5,50
2010.11.03,PB,33
2010.10.30,N1,1
2010.10.30,N2,7
2010.10.30,N3,27
2010.10.30,N4,36
2010.10.30,N5,49
2010.10.30,PB,39
2010.10.27,N1,20
2010.10.27,N2,24
2010.10.27,N3,25
2010.10.27,N4,53
2010.10.27,N5,59
2010.10.27,PB,15
2010.10.23,N1,2
2010.10.23,N2,7
2010.10.23,N3,16
2010.10.23,N4,20
2010.10.23,N5,46
2010.10.23,PB,34
2010.10.20,N1,7
2010.10.20,N2,17
2010.10.20,N3,20
2010.10.20,N4,39
2010.10.20,N5,59
2010.10.20,PB,17
2010.10.16,N1,11
2010.10.16,N2,12
2010.10.16,N3,15
2010.10.16,N4,16
2010.10.16,N5,28
2010.10.16,PB,11
2010.10.13,N1,12
2010.10.13,N2,22
2010.10.13,N3,32
2010.10.13,N4,34
2010.10.13,N5,46
2010.10.13,PB,2
2010.10.09,N1,2
2010.10.09,N2,6
2010.10.09,N3,32
2010.10.09,N4,42
2010.10.09,N5,49
2010.10.09,PB,35
2010.10.06,N1,14
2010.10.06,N2,26
2010.10.06,N3,37
2010.10.06,N4,41
2010.10.06,N5,46
2010.10.06,PB,24
2010.10.02,N1,12
2010.10.02,N2,20
2010.10.02,N3,30
2010.10.02,N4,36
2010.10.02,N5,47
2010.10.02,PB,25
2010.09.29,N1,13
2010.09.29,N2,44
2010.09.29,N3,51
2010.09.29,N4,52
2010.09.29,N5,55
2010.09.29,PB,30
2010.09.25,N1,8
2010.09.25,N2,16
2010.09.25,N3,27
2010.09.25,N4,35
2010.09.25,N5,42
2010.09.25,PB,30
2010.09.22,N1,10
2010.09.22,N2,24
2010.09.22,N3,36
2010.09.22,N4,52
2010.09.22,N5,55
2010.09.22,PB,15
2010.09.18,N1,1
2010.09.18,N2,18
2010.09.18,N3,37
2010.09.18,N4,39
2010.09.18,N5,44
2010.09.18,PB,13
2010.09.15,N1,7
2010.09.15,N2,20
2010.09.15,N3,21
2010.09.15,N4,34
2010.09.15,N5,43
2010.09.15,PB,34
2010.09.11,N1,7
2010.09.11,N2,17
2010.09.11,N3,20
2010.09.11,N4,36
2010.09.11,N5,59
2010.09.11,PB,33
2010.09.08,N1,10
2010.09.08,N2,35
2010.09.08,N3,39
2010.09.08,N4,51
2010.09.08,N5,57
2010.09.08,PB,20
2010.09.04,N1,11
2010.09.04,N2,14
2010.09.04,N3,22
2010.09.04,N4,33
2010.09.04,N5,42
2010.09.04,PB,38
2010.09.01,N1,17
2010.09.01,N2,20
2010.09.01,N3,21
2010.09.01,N4,40
2010.09.01,N5,51
2010.09.01,PB,19
2010.08.28,N1,4
2010.08.28,N2,22
2010.08.28,N3,27
2010.08.28,N4,32
2010.08.28,N5,56
2010.08.28,PB,13
2010.08.25,N1,16
2010.08.25,N2,17
2010.08.25,N3,29
2010.08.25,N4,31
2010.08.25,N5,36
2010.08.25,PB,23
2010.08.21,N1,7
2010.08.21,N2,10
2010.08.21,N3,12
2010.08.21,N4,22
2010.08.21,N5,27
2010.08.21,PB,26
2010.08.18,N1,4
2010.08.18,N2,32
2010.08.18,N3,33
2010.08.18,N4,47
2010.08.18,N5,55
2010.08.18,PB,39
2010.08.14,N1,9
2010.08.14,N2,33
2010.08.14,N3,36
2010.08.14,N4,50
2010.08.14,N5,58
2010.08.14,PB,31
2010.08.11,N1,7
2010.08.11,N2,10
2010.08.11,N3,22
2010.08.11,N4,23
2010.08.11,N5,52
2010.08.11,PB,29
2010.08.07,N1,4
2010.08.07,N2,22
2010.08.07,N3,26
2010.08.07,N4,31
2010.08.07,N5,52
2010.08.07,PB,30
2010.08.04,N1,19
2010.08.04,N2,28
2010.08.04,N3,30
2010.08.04,N4,37
2010.08.04,N5,53
2010.08.04,PB,36
2010.07.31,N1,1
2010.07.31,N2,16
2010.07.31,N3,17
2010.07.31,N4,41
2010.07.31,N5,57
2010.07.31,PB,15
2010.07.28,N1,1
2010.07.28,N2,11
2010.07.28,N3,20
2010.07.28,N4,25
2010.07.28,N5,27
2010.07.28,PB,2
2010.07.24,N1,20
2010.07.24,N2,30
2010.07.24,N3,38
2010.07.24,N4,46
2010.07.24,N5,59
2010.07.24,PB,27
2010.07.21,N1,16
2010.07.21,N2,22
2010.07.21,N3,30
2010.07.21,N4,51
2010.07.21,N5,58
2010.07.21,PB,25
2010.07.17,N1,22
2010.07.17,N2,27
2010.07.17,N3,35
2010.07.17,N4,37
2010.07.17,N5,45
2010.07.17,PB,3
2010.07.14,N1,20
2010.07.14,N2,21
2010.07.14,N3,23
2010.07.14,N4,38
2010.07.14,N5,42
2010.07.14,PB,6
2010.07.10,N1,20
2010.07.10,N2,21
2010.07.10,N3,27
2010.07.10,N4,28
2010.07.10,N5,56
2010.07.10,PB,4
2010.07.07,N1,10
2010.07.07,N2,41
2010.07.07,N3,44
2010.07.07,N4,48
2010.07.07,N5,56
2010.07.07,PB,4
2010.07.03,N1,3
2010.07.03,N2,10
2010.07.03,N3,14
2010.07.03,N4,52
2010.07.03,N5,53
2010.07.03,PB,3
2010.06.30,N1,6
2010.06.30,N2,38
2010.06.30,N3,43
2010.06.30,N4,47
2010.06.30,N5,48
2010.06.30,PB,27
2010.06.26,N1,13
2010.06.26,N2,30
2010.06.26,N3,32
2010.06.26,N4,38
2010.06.26,N5,57
2010.06.26,PB,25
2010.06.23,N1,11
2010.06.23,N2,30
2010.06.23,N3,45
2010.06.23,N4,47
2010.06.23,N5,48
2010.06.23,PB,10
2010.06.19,N1,9
2010.06.19,N2,30
2010.06.19,N3,31
2010.06.19,N4,50
2010.06.19,N5,54
2010.06.19,PB,39
2010.06.16,N1,8
2010.06.16,N2,11
2010.06.16,N3,18
2010.06.16,N4,29
2010.06.16,N5,36
2010.06.16,PB,6
2010.06.12,N1,9
2010.06.12,N2,12
2010.06.12,N3,13
2010.06.12,N4,35
2010.06.12,N5,38
2010.06.12,PB,30
2010.06.09,N1,14
2010.06.09,N2,22
2010.06.09,N3,27
2010.06.09,N4,32
2010.06.09,N5,49
2010.06.09,PB,5
2010.06.05,N1,18
2010.06.05,N2,34
2010.06.05,N3,40
2010.06.05,N4,48
2010.06.05,N5,59
2010.06.05,PB,25
2010.06.02,N1,4
2010.06.02,N2,9
2010.06.02,N3,14
2010.06.02,N4,39
2010.06.02,N5,43
2010.06.02,PB,38
2010.05.29,N1,1
2010.05.29,N2,3
2010.05.29,N3,24
2010.05.29,N4,28
2010.05.29,N5,41
2010.05.29,PB,10
2010.05.26,N1,1
2010.05.26,N2,6
2010.05.26,N3,10
2010.05.26,N4,13
2010.05.26,N5,20
2010.05.26,PB,32
2010.05.22,N1,19
2010.05.22,N2,20
2010.05.22,N3,40
2010.05.22,N4,47
2010.05.22,N5,57
2010.05.22,PB,29
2010.05.19,N1,2
